QUEST_20150317_000001	Por favor selecciona al usuario que necesita una actualización de misión.	퀘스트 수정이 필요한 유저를 선택해주세요.				GM	
QUEST_20151001_002653	Diosa Laima...{nl}El Revelador que predijiste finalmente ha llegado...{nl}	라이마 여신이시여.{nl}드디어 당신께서 약속하신 구원자가 온 것입니까..{nl}	QUEST_20150428_001929	Savior, {nl}I shall show you the great will that you've been left.	구원자여.{nl}그대에게 계시에 남겨진 위대한 의지를 보여주리라.	자카리엘 왕의 의지	
QUEST_20151001_002654	Después de mil años de sueño, finalmente puedo encontrarme contigo, {nl} aquel cuya venida predijo la diosa. {nl} También me siento aliviado al ver que el esfuerzo que puse en construir {nl} el Mausoleo Real durante mi gobierno no fue inútil. {nl}	천 년의 영면 끝에 마침내 여신께서 말씀하셨던 그대를 만날 수 있었습니다.{nl}나의 치세 내내 공을 들인 왕릉의 축조가 헛되지 않았음이 기쁠 따름입니다.{nl}				자카리엘 왕의 의지	
QUEST_20151001_002655	Aunque yo fundé el reino, {nl}Quiero hablarte como guardián de la revelación más que como rey.	내 비록 개국의 시조이고 그대가 속한 왕국의 시초이나,{nl}왕으로서의 권위가 아닌 계시의 수호자로서 그대에게 전할 바를 전하고자 합니다. {nl}				자카리엘 왕의 의지	
QUEST_20151001_002656	Eres el Salvador de este reino.{nl}Puedo sentir que salvarás este mundo y te convertirás en alguien en quien las diosas confiarán.{nl}	그대는 왕국의 구원자입니다.{nl}이 세상 전체를 구하고 모든 여신들의 의지가 될 지고한 존재임이 느껴집니다.{nl}				자카리엘 왕의 의지	
QUEST_20151001_002657	Después de pasar mil años adorando la providencia de la diosa, {nl}I ahora te mostraré la gran voluntad que te quedó en la revelación.	이제 천년의 세월을 넘어 이 만남이 가능하게 하신 여신의 섭리를 찬양하면서.. {nl}그대에게 계시에 남겨진 위대한 의지를 보여드리겠습니다.				자카리엘 왕의 의지	
QUEST_20151001_002658	Los soldados morirán si no lo logro. {nl}Tengo que ser fuerte.	내가 제대로 해내지 못하면 병사들은 아마 다 전멸할 거야.{nl}힘낼 거야.	QUEST_20150317_000848	The soldiers will die if I don't make it. {nl}I have to be strong.	내가 제대로 해내지 못하면 병사들은 아마 다 죽을 거야.{nl}힘낼 거야.	잠든 부엉이 조각상	
QUEST_20151001_002659	...Solo después de tres años desde que Ruklys aprendió de mis enseñanzas...	...루클리스가 대성당에서 나의 가르침을 받은지 3년이라는 시간이 흘러서야...	QUEST_20150317_000855	...Only after three years since Ruklys learned from my teachings...	...루크리스가 대성당에서 나의 가르침을 받은지 3년이라는 시간이 흘러서야...	성당 책상	
QUEST_20151001_002660	Si los demonios cruzan la grieta dimensional, {nl} y se unen a sus hermanos en la Prisión Demoníaca... {nl} El mundo se enfrentará a otro tipo de amenaza.	만약 마족들이 전이의 틈새를 통해 마족 수감소에서 그들과 합세하게 된다면.. {nl}이 세계의 또 다른 위협이 되겠지요.				여신 라이마	
QUEST_20151001_002661	El obispo Aurelio, que fue ordenado a una edad temprana, pronto enfermó y perdió la vida.{nl}	저의 자매인 바카리네에게 대비할 수 있도록 언질을 주었습니다만.{nl}찢겨진 마족이 일으킬 파도는 그녀의 발목을 잡을지도 모릅니다.				여신 라이마	
QUEST_20151001_002662	El obispo Aurelio, que fue ordenado a una edad temprana, pronto enfermó y perdió la vida.{nl}	젊은 나이에 서품을 받은 주교 아우렐리우스는 얼마 가지 않아 불치의 병으로 숨을 거뒀다.{nl}	QUEST_20150323_001601	Bishop Aurelius, who was ordained at a young age, soon took ill and lost his life.	젊은 나이에 서품을 받은 주교 아우렐리우스는 얼마 가지 않아 불치의 병으로 죽게 된다.{nl}	주교 일람	
QUEST_20151001_002663	Su última petición fue que la Misión Divina para Maven se cumpliera incluso después de su muerte, {nl} y la Iglesia aceptaron.	유언으로 메이번을 대신하여 여신의 품으로 가지 않고 신성한 사명을 수행하고 싶다고 간청했고 교단에서는 그의 바램을 승인하였다.	QUEST_20150323_001602	His last request was for the Divine Mission for Maven to be fulfilled even after his death and the Church accepted.	유언으로 메이번을 대신하여 죽어서라도 신성한 사명을 수행하고 싶다고 간청했고 교단에서는 그의 바램을 승인하였다.	주교 일람	
QUEST_20151001_002664	Lo siento, Oficial Gorman.{nl}No pude completar la misión debido a los ataques de los monstruos.{nl}	죄송합니다, 고먼 대장님.{nl}몬스터의 습격으로 임무를 수행하지 못했습니다.{nl}				고원병사 힉스	
QUEST_20151001_002665	Descansa un poco. Es una suerte que hayas vuelto con vida. {nl}I le pasaré la misión a otra persona.	살아 돌아온 것만으로도 다행이니 그만 쉬도록 하게.{nl}그 임무는 다른 자에게 맡기도록 하지.				메사파슬라 부대장 고먼	
QUEST_20151001_002666	Tendrás que pensar mucho ya que cuando tocas algo, {nl} muchas cosas que están cerca también se influencian. {nl} Anotaré cuál encender. Cuento contigo.	참, 하나를 만지면 그 주변에 있는 것도 영향을 받으니 잘 생각해봐야 할 거요.{nl}어떤 걸 켜야 하는지는 메모해 줄테니 잘 부탁하오.				메사파슬라 부대장 고먼	
QUEST_20151001_002667	Veamos... Por ahora, simplemente activa el santuario de arriba.{nl}Cuando actives uno, los santuarios cercanos también se verán influenciados, {nl}así que tendrás que pensar mucho.	어디보자.. 지금은 위쪽 신단만 활성화시키면 되오.{nl}참, 하나를 활성화하면 그 주변에 있는 신단도 영향을 받으니 잘 생각해봐야 할 거요.				메사파슬라 부대장 고먼	
QUEST_20151001_002668	Veamos... Por ahora, simplemente activa el santuario de la izquierda.{nl}Cuando actives uno, los santuarios cercanos a él también se verán influenciados,{nl}así que tendrás que pensar mucho.	어디보자.. 지금은 왼쪽 신단만 활성화시키면 되오.{nl}참, 하나를 활성화하면 그 주변에 있는 신단도 영향을 받으니 잘 생각해봐야 할 거요.				메사파슬라 부대장 고먼	
QUEST_20151001_002669	Veamos... Por ahora, simplemente activa el santuario de la derecha.{nl}Cuando actives uno, los santuarios cercanos a él también se verán influenciados,{nl}así que tendrás que pensar mucho.	어디보자.. 지금은 오른쪽 신단만 활성화시키면 되오.{nl}참, 하나를 활성화하면 그 주변에 있는 신단도 영향을 받으니 잘 생각해봐야 할 거요.				메사파슬라 부대장 고먼	
QUEST_20151001_002670	Veamos... Por ahora, simplemente activa el santuario de abajo.{nl}Cuando actives uno, los santuarios cercanos a él también se verán influenciados,{nl}así que tendrás que pensar mucho.	어디보자.. 지금은 아래쪽 신단만 활성화시키면 되오.{nl}참, 하나를 활성화하면 그 주변에 있는 신단도 영향을 받으니 잘 생각해봐야 할 거요.				메사파슬라 부대장 고먼	
QUEST_20151001_002671	La Orden del Árbol de la Verdad adora al Árbol Divino que se encuentra en la ciudad capital.{nl}La avaricia de los humanos es cada vez mayor, por lo que el Árbol Divino los está castigando por ello.{nl}	진리의 나무 교단은 왕도에 우뚝 솟은 신수를 숭배합니다.{nl}인간들의 욕심이 하늘을 찌르니 신수께서 직접 어리석은 인간들을 벌하시는 거죠.{nl}				신도 긴타스	
QUEST_20151001_002672	La Orden del Árbol de la Verdad serán los seleccionados por el Árbol Divino, {nl} y ayudarán a comenzar a construir una nueva era.	진리의 나무 교단은 신수께서 선택한 자들이 되어 새 시대를 여는데 앞장 서게 될 겁니다.				신도 긴타스	
QUEST_20151001_002673	Margiris nos dijo una vez. La salvación no se puede lograr fácilmente.{nl}Lo que estamos haciendo es lavar los pecados de los ignorantes y lavar nuestros pecados.{nl}Los que mueren es porque son débiles. Sólo los supervivientes recibirían la salvación.	마르기리스님은 말씀하셨습니다. 구원은 손 쉽게 가질 수 있는 것이 아니다.{nl}지금 우리가 하는 일은 어리석은 자들의 죄를 씻는 일임과 동시에 우리의 죄를 씻어내는 일이다.{nl}이 과정에서 죽는 신도들은 그들이 약하기 때문이고 오직 이겨내는 자들만이 구원받을 것이다라고요.				신도 긴타스	
QUEST_20151001_002674	Los que vinieron a este lugar antes de que Utara viniera aquí son los chicos de {nl} la Orden del Árbol de la Verdad. {nl} Son los discípulos reconocidos por la Diosa Zemyna. {nl}	그 유타라는 보코르가 카타콤에 오기 전에 먼저 온 게 진리의 나무 교단 녀석들이야.{nl}뭐, 제미나 여신께 인정받은 정식 사제들이라나?{nl}				묘지기 시기스	
QUEST_20151001_002675	Esta tierra está bendecida por la diosa Zemyna, por lo que pensaron que deberían hacer un testamento de la diosa. {nl} ¿Cómo puedo detenerlo?	이 곳은 제미나 여신께 축복받은 땅이니 자신들은 여기서 여신의 뜻을 행하겠다더군.{nl}그걸 내가 어떻게 말리겠어.				묘지기 시기스	
QUEST_20151001_002676	caja falsa	가짜 상자					
QUEST_20151001_002677	No parece ser esta caja.	이상자가 아닌 것 같다.				가짜 상자	
QUEST_20151001_002678	No es suficiente destruir la Reliquia Sagrada de la Orden, pero liberaste a Carlyle...{nl}	교단의 성물을 파괴하는 것도 모자라서 칼라일을 풀어주다니..{nl}				마르기리스	
QUEST_20151001_002679	¡Pagarás con tu vida!	그 대가는 목숨으로 받겠다!				마르기리스	
QUEST_20151001_002680	Ficha de la verdad	진리의 증표					
QUEST_20151001_002681	La energía divina disminuyó cuando se encendió la Ficha de la Verdad.	진리의 증표가 빛을 내자 성물의 기운이 잦아들었다.				진리의 증표	
QUEST_20151001_002682	La misteriosa chica se escapó sin decir nada. Síguela.	신비한 소녀가 빛과 함께 나타났다. 말을 걸어보자.				소녀	
QUEST_20151001_002683	La misteriosa chica se escapó sin decir nada. Síguela.	신비한 소녀가 말 없이 어딘가로 뛰어갔다. 따라가보자.				소녀	
QUEST_20151001_002684	Cesta sospechosa	수상한 바구니					
QUEST_20151001_002685	El hedor ofende tu nariz. Parece que debajo hay comida podrida.	악취가 코를 찌른다. 숨긴지 오래된 식량 같다.				수상한 바구니	
QUEST_20151001_002686	La misteriosa chica de la luz ha aparecido una vez más.	신비한 소녀가 다시 한번 빛과 함께 나타났다.				소녀	
QUEST_20151001_002687	¡Rápidamente! ¡No tenemos tiempo! {nl} ¡Mi poder se acabó aquí!	어서와라! 시간이없다!{nl}내 힘만으로는 여기까지다!				여신 바카리네	
QUEST_20151001_002688	¡Aldona! Zydrone!{nl}¡Ahora!	알도나! 지드로네!{nl}지금이다!				여신 바카리네	
QUEST_20151001_002689	Aldona, Zydrone...{nl}Lamento ser una carga para ustedes dos debido a mi debilidad.{nl}	알도나, 지드로네.. {nl}나의 무력함 때문에 너희들에게까지 짐을 지워 미안하구나.{nl}				여신 바카리네	
QUEST_20151001_002690	Pero no perdamos el tiempo.{nl}Has traído aquí al Salvador... quien tiene el poder de deshacerse de este desastre.{nl}	하지만 지체할 시간은 없다.{nl}너희들이 데려온 자는 바로 구원자.. 이 곳의 재앙을 걷어낼 힘을 가진 자이니라.{nl}				여신 바카리네	
QUEST_20151001_002691	Le pediré al Salvador que me ayude.{nl}Ustedes dos deben prepararse para hacer rápidamente la Llave de la Estrella Vespertina.{nl}	구원자에겐 내가 도움을 구할 것이다.{nl}너희들은 어서 저녁별 열쇠를 만들 준비를 하거라.{nl}				여신 바카리네	
QUEST_20151001_002692	Las muchas muertes de demonios no pudieron llenar el vacío de mi corazón. {nl}Una vez terminada la gran misión de la diosa para mí, {nl}I se quedará con una larga vida llena de momentos aburridos.	가슴 속의 허무함은 얼마나 많은 마족이 스러져야 채워질지.{nl}여신께서 주신 위대한 사명의 준비를 모두 마치고 나면 남은 건 길고 지루한 삶의 순간들일 것이다.	QUEST_20150317_000983	The many deaths of demons could not fill the emptiness in my heart. {nl}Once the goddess' great mission for me is over, I will be left with a long life full of boring moments.	가슴 속의 허무함은 얼마나 많은 마족들이 죽어야 채워질지.{nl}여신께서 주신 위대한 사명의 준비를 모두 마치고 나면 남은 건 길고 지루한 삶의 순간들일 것이다.	나의 고백	
QUEST_20151001_002693	Uf, pensé que moriría después de que le cortaran el cuello. {nl} Espero que pueda comportarse ahora y morir lentamente.	어휴, 기다리느라 목이 빠져 죽는 줄 알았네.{nl}그러니까 이번엔 좀 얌전히 죽어 줬으면 좋겠어.	QUEST_20150317_001015	Damn, I thought it would die after getting its throat cut. {nl}I hope it can just behave and die slowly now.	어휴, 기다리느라 목이 빠져 죽는 줄 알았네.{nl}그러니까 이번엔 좀 얌전히 죽어 줬으면 좋겠어. 	약초꾼	
QUEST_20151001_002694	¿Una revelación falsa... todo esto para que puedas atraerme y deshacerte de mí? {nl}Qué decepcionante ver tal engaño es lo mejor que Laima puede preparar.	거짓 계시.. 이런 걸로 날 꼬드겨 해치우려고?{nl}라이마가 기껏 준비했다는 게 이런 눈속임이라니 참으로 안타깝구나.{nl}	QUEST_20150317_001020	This pain I haven't felt for a long time...	오랜만에 느껴 보는 고통..{nl}	마왕 제스티	
QUEST_20151001_002695	Bien. Puedo sentir dónde se encuentra la verdadera revelación. {nl}TIntenta luchar una vez más.	하지만 너희들이 준비한 것으로도 날 어찌하지 못했다.{nl}절대적인 힘의 차이를 보고도 고개를 숙이지 못하는 어리석음에 웃음이 나는군.{nl}	QUEST_20150317_001021	Even so, I will not waste my power on you.	그렇다고 해서 너희들에게 힘을 낭비할 필욘 없지.{nl}	마왕 제스티	
