QUEST_LV_0200_20150317_000001	Soldado de Felipe
QUEST_LV_0200_20150317_001038	Con una colmena tan enorme, seguro que atraerás monstruos.
QUEST_LV_0200_20150317_001039	¿Qué tal estuvo? ¿Cómo reaccionaron?
QUEST_LV_0200_20150317_001040	¿Ninguna respuesta? ¡Maldita sea! Así que no solo iban tras la miel.{nl}{nl}
QUEST_LV_0200_20150317_001041	Los monstruos se han estado reuniendo cerca del Altar de Bichiu, así que supuse que podrían estar acumulando miel allí{nl}. Pero si no están buscando la miel, tal vez estén allí por otra cosa.
QUEST_LV_0200_20150317_001042	Encontrarás el Altar de Bichiu si sigues por el camino desde aquí. {nl}Si ves algo sospechoso, por favor, tráemelo.
QUEST_LV_0200_20150317_001043	Regresaste antes de lo que esperaba{nl}. ¿Cómo estuvo? ¿Qué viste?
QUEST_LV_0200_20150317_001044	¿Así que los monstruos iban tras este fragmento?{nl}Es la primera vez que lo veo... Primero debería revisar el Altar Gaudeji allá arriba.
QUEST_LV_0200_20150317_001045	Si aparece algo sospechoso como hace un rato, por favor entrégaselo a Lamar, que está cerca de la torre del observatorio del árbol.{nl}Realmente... no lo sé.
QUEST_LV_0200_20150317_001046	Lamar
QUEST_LV_0200_20150317_001047	¿Maras te dijo que me mostraras esto? Este es el mismo objeto que el sacerdote nos recalcó que no tocáramos, ¿ya estaba roto así originalmente?{nl}
QUEST_LV_0200_20150317_001048	Debería hablar con Maras sobre esto.{nl}Algo no me cuadra... ¿Para qué podría usarse esto?
QUEST_LV_0200_20150317_001049	Riesz
QUEST_LV_0200_20150317_001050	Los monstruos arruinaron todos los campos, así que estaba tratando de empezar de cero otra vez{nl}. Y entonces, de repente, apareció un Honeypin, así que lo dejé todo y huí{nl}. Mis herramientas de cultivo... No sé qué hacer ahora.
QUEST_LV_0200_20150317_001051	Muchas gracias.{nl}El lugar donde lo perdí es Shirsie Sunny Place.{nl}El Honeypin es enorme y da miedo, así que no te excedas si no puedes con él.
QUEST_LV_0200_20150317_001052	Ah, sí, estos son{nl}. Todo habría estado bien si nosotros, los aldeanos, hubiéramos podido encargarnos de los monstruos.
QUEST_LV_0200_20150317_001053	Seleccionar
QUEST_LV_0200_20150317_001054	Maras nos dijo que recogiéramos tantos fragmentos de colmenas vacías como pudiéramos, pero eso no tiene ningún sentido{nl}. Eso implica que derrotamos a los monstruos, ¡lo cual no podemos!{nl}
QUEST_LV_0200_20150317_001055	Te lo ruego.{nl}Por favor, piensa en ello como si estuvieras salvando a una persona y recoge esas colmenas para mí.
QUEST_LV_0200_20150317_001056	¿De verdad? Estoy muy conmovida.{nl}Ah, las colmenas están en la granja apícola de Saldus.{nl}
QUEST_LV_0200_20150317_001057	No puedo hacerlo esta vez, incluso si perdemos todo el suministro de miel de este año.{nl}Quizás sea mejor que nos preocupemos solo por las herramientas agrícolas perdidas como Riesz.
QUEST_LV_0200_20150317_001058	¡Guau, son tan fragantes! {nl}Muchas gracias. {nl}Ah, por favor, mantén esto en secreto de Maras, ¿de acuerdo?
QUEST_LV_0200_20150317_001059	No deberíamos dejar de cultivar aunque los monstruos estén causando estragos{nl}. Pero los monstruos siguen dando miedo. ¿Puedes ayudarme? No es tan difícil.
QUEST_LV_0200_20150317_001060	¿En serio? ¡Gracias! Por favor, siembren estas semillas en la Granja Radanza{nl}. ¡De acuerdo, cuento con ustedes!
QUEST_LV_0200_20150317_001061	Después de sembrar las semillas, crecerán por sí solas{nl}. Por supuesto, debes cuidarlas de vez en cuando mientras evitas a los monstruos.
QUEST_LV_0200_20150317_001062	Por ahora estoy aliviado.{nl}Todo lo demás estará bien cuando Maras y Lamar se deshagan de los monstruos.
QUEST_LV_0200_20150317_001063	Sacerdote Raeli
QUEST_LV_0200_20150317_001064	La diosa Austeja está sellando dos puntos que son la fuente de la energía maligna{nl}. Sin embargo, debido a los continuos ataques de los demonios, el sello se está debilitando.{nl}
QUEST_LV_0200_20150317_001065	Por eso atrajimos a los demonios a piedras demoníacas...{nl}El comportamiento precipitado de los aldeanos creó el problema.
QUEST_LV_0200_20150317_001066	No hay manera de que puedas decir que no tienes nada que ver con esto.
QUEST_LV_0200_20150317_001067	No sé si Medzio Diena fue la causa, pero desde hace algún tiempo, la energía maligna comenzó a habitar en las profundidades de la tierra{nl}. La energía se ha acumulado tanto que podría explotar en cualquier momento.{nl}{nl}
QUEST_LV_0200_20150317_001068	La diosa Austeja ha estado haciendo todo lo posible por sellar esa energía con su poder.{nl}Si no lo hubiera hecho, este bosque bien podría haberse convertido en un bosque de espinos.{nl}
QUEST_LV_0200_20150317_001069	Una tierra donde las únicas criaturas vivientes son monstruos... una tierra devastada.{nl}
QUEST_LV_0200_20150317_001070	Te explicaría brevemente la situación ahora, pero presiento que se acercan monstruos{nl}. Hemos preparado una piedra guardiana en las afueras del pueblo para momentos como este.
QUEST_LV_0200_20150317_001071	Me reconfortan tus palabras{nl}. Si no podemos detenerlos, todo el bosque de Siauliai podría ser destruido, así que cuento contigo.{nl}
QUEST_LV_0200_20150317_001072	Te lo explicaré todo en detalle cuando regreses.{nl}Por favor, deshazte de los monstruos.
QUEST_LV_0200_20150317_001073	Ahora me siento un poco aliviado{nl}. Mi saludo llegó un poco tarde. Soy el sacerdote Raeli, al servicio de la diosa Austeja.
QUEST_LV_0200_20150317_001074	¿La purificación de aquel entonces? A diferencia de los otros Reveladores que sucumbieron a la energía maligna, yo te purifiqué en el nombre de la diosa.{nl}{nl}
QUEST_LV_0200_20150317_001075	Las diosas ya han bendecido a los aldeanos, solo que ellos no lo saben.{nl}Las diosas no quieren el caos.
QUEST_LV_0200_20150317_001076	Es bueno saber que te sientes involucrado.{nl}
QUEST_LV_0200_20150317_001077	Necesitamos purificar a esos demonios para obtener algo.{nl}Por favor, consigan las ramas de los árboles de abejas cerca del pueblo. Están dotadas del poder de la Diosa Austeja.
QUEST_LV_0200_20150317_001078	Debemos terminar esto rápidamente, antes de que los monstruos vuelvan a atacar.
QUEST_LV_0200_20150317_001079	Los trajiste{nl}. Bien.
QUEST_LV_0200_20150317_001080	¿Recuerdan que dije que hay dos fuentes de energía maligna? Para ambas, haré un orbe que restaurará el sello de esta zona.{nl}
QUEST_LV_0200_20150317_001081	Primero, tráeme algunas cenizas de demonios con las que haré el orbe{nl}. Cuando los demonios sean atravesados ​​por estas ramas de árbol de abeja, serán abrumados por el poder divino de la rama y se convertirán en cenizas.{nl}{nl}
QUEST_LV_0200_20150317_001082	Obviamente, los poderes de la diosa solo pueden afectar indirectamente a los demonios. {nl}Tendrás que agotar parte de los puntos de vida del demonio antes de usar una rama sobre él.
QUEST_LV_0200_20150317_001083	Bien hecho. {nl}Es incómodo usar a los demonios como sacrificio, pero... ahora estamos llegando a la etapa final.
QUEST_LV_0200_20150317_001084	Toma este orbe. Lo hice con prisa, así que aún no está completo. {nl}Debes llenarlo de magia en un lugar que esté lleno de la energía sagrada de la diosa.
QUEST_LV_0200_20150317_001085	Palama Cliff es el lugar más cercano donde puedes hacerlo, así que dirígete allí. {nl}Los demonios llegarán pronto, así que date prisa.
QUEST_LV_0200_20150317_001086	Esto será suficiente. {nl}Por favor, prepárense antes de restaurar el sello. Podría convertirse en una dura batalla.
QUEST_LV_0200_20150317_001087	La torre de sellos debilitada está cerca de Stulr Road. {nl}Me está empezando a molestar un poco lo silenciosos que han estado los demonios últimamente.
QUEST_LV_0200_20150317_001088	Por favor, date prisa. Siento que el sello está débil. {nl}Que tengas las bendiciones de la diosa.
QUEST_LV_0200_20150317_001089	¿Creo que usted es el Revelador que purificó la torre sellada?
QUEST_LV_0200_20150317_001090	He estado reprimiendo la energía maligna aquí.
QUEST_LV_0200_20150317_001091	Por favor, restauren la torre de las focas en Spring Light Woods.
QUEST_LV_0200_20150317_001092	Después de que la energía maligna brotara, las plantas mutaron y crecieron anormalmente. {nl}Parece peligroso, así que solo observé desde lejos, pero emanaba una energía ominosa. {nl}Me preocupa que esas plantas mutadas puedan dañar a los aldeanos.
QUEST_LV_0200_20150317_001093	Eso sería muy agradecido. {nl}Pero no sabes lo peligroso que podría ser, así que ten cuidado.
QUEST_LV_0200_20150317_001094	¿Podrían ser entonces las fuerzas del mal las que lo transformaron en algo tan grotesco?
QUEST_LV_0200_20150317_001095	Ah... los monstruos se escondían ahí. {nl}Pero es un alivio que lo hayas derrotado.
QUEST_LV_0200_20150317_001096	Druva codicioso
QUEST_LV_0200_20150317_001097	Déjame contarte un secreto que ni siquiera los aldeanos conocen. {nl}Fui hasta Fedimian y compré este amuleto carísimo. {nl}Dijeron que ahuyentará a los monstruos. {nl}
QUEST_LV_0200_20150317_001098	Y entonces... {nl}Quiero pedirte ayuda para poner un espantapájaros con este amuleto. Jeje.
QUEST_LV_0200_20150317_001099	Sabía que lo entenderías. {nl}Ahora, si quieres poner un espantapájaros, primero tendrás que reunir los ingredientes. {nl}Por favor, tráeme algunas tablas de madera de roble por el pueblo.
QUEST_LV_0200_20150317_001100	Si las cosas salen bien esta vez, sería muy rico. Jeje.
QUEST_LV_0200_20150317_001101	Eso es mucho. {nl}Sin duda es suficiente.
QUEST_LV_0200_20150317_001102	Ahora, por favor, coloca este espantapájaros con este amuleto en mi granja. {nl}Quiero ver la diversión aquí arriba yo solo.
QUEST_LV_0200_20150317_001103	La granja está ubicada a la izquierda del cruce de Arkllui. {nl}Está un poco lejos, pero así es como me mantengo alejado de los aldeanos.
QUEST_LV_0200_20150317_001104	Granjero de abejas arruinado Logen
QUEST_LV_0200_20150317_001105	Todo se ha ido..{nl}. Lo he perdido todo..{nl}. Cuidé las colmenas durante años... y los monstruos lo destruyeron todo. El sacerdote me dijo que perseverara, pero...
QUEST_LV_0200_20150317_001106	¿Estás tratando de animarme? {nl}Entonces nada sería mejor que darles a esos monstruos una lección de dolor.
QUEST_LV_0200_20150317_001107	Sé que el sacerdote tiene razón, pero aún así puedo quejarme, ¿verdad?
QUEST_LV_0200_20150317_001108	Eso me hace sentir mejor. {nl}Cómo desearía que todos desaparecieran para siempre.
QUEST_LV_0200_20150317_001109	Sacerdote Dazine
QUEST_LV_0200_20150317_001110	Revelador. Supongo que has oído la historia de la Diosa Austeja. {nl}Que hay varios Reveladores que fueron afectados por la energía maligna que atacaba la aldea mientras intentaban restaurar el sello aquí. {nl}
QUEST_LV_0200_20150317_001111	Hay una manera de salvarlos{nl}. Podemos purificarlos si encontramos el símbolo de la Diosa Austeja.
QUEST_LV_0200_20150317_001112	Primero recupera el símbolo de la diosa y luego úsalo para restaurar el Altar de Austeja. {nl} La purificación de los Reveladores vendrá después.
QUEST_LV_0200_20150317_001113	Ya sea para restaurar el sello debilitado o para curar a los aturdidos Reveladores, {nl}Necesitaremos ese símbolo.
QUEST_LV_0200_20150317_001114	El daño es peor que en el sello en el campo tembloroso. {nl}Las fuerzas del mal están echando humo con más fuerza.
QUEST_LV_0200_20150317_001115	Afortunadamente, la diosa bendijo a los aldeanos con su protección divina antes de concentrar sus esfuerzos en el sello... {nl}Los Reveladores de antes no tenían forma de saber esto, sus destinos estaban sellados.
QUEST_LV_0200_20150317_001116	Esto es todo, Revelador. {nl}Esto salvará a los Reveladores trastornados.
QUEST_LV_0200_20150317_001117	Los aturdidos Reveladores marcharán hacia aquí pronto.{nl}Por favor, purifícalos antes de que alguien salga herido.
QUEST_LV_0200_20150317_001118	Por suerte, los daños fueron mínimos{nl}. Ahora, si podemos restaurar el sello, esto no tendrá que repetirse jamás.
QUEST_LV_0200_20150317_001119	Restaura las torres de sellos debilitadas usando el símbolo de la Diosa Austeja.{nl}Está el Sello Rankis y el Sello Ranka.
QUEST_LV_0200_20150317_001120	Los demonios descubrieron la fuente de la energía maligna y atacaron sin piedad para destruir el sello. {nl}Estoy seguro de que si el sello se refuerza bien esta vez, se retirarán después de un tiempo.
QUEST_LV_0200_20150317_001121	Sin embargo, no sabemos qué pasará después{nl}. Solo tenemos que creer que la Diosa Austeja se encargará de todo si algo sucede.
QUEST_LV_0200_20150317_001122	Una cosa que me preocupa es que... {nl}El símbolo fue destruido una vez, así que podría no ser restaurado por completo. {nl}Por supuesto, todo dependerá... de la diosa...{nl}
QUEST_LV_0200_20150317_001123	El comerciante Dulke
QUEST_LV_0200_20150317_001124	Oh no, ¿qué hago? {nl}Perdí todas mis pertenencias mientras huía de los monstruos. {nl}Pero me temo que podría perder la cabeza como los demás Reveladores si regreso a buscarlas ahora.
QUEST_LV_0200_20150317_001125	A simple vista, no podrías distinguir si son humanos o monstruos{nl}. Tendrían una mirada vacía y sin alma, y ​​al ser llamados, desaparecerían emitiendo un ruido extraño.
QUEST_LV_0200_20150317_001126	Y hay más de uno o dos de ellos. {nl}Sin embargo, creo que la gente de nuestro pueblo sigue siendo normal...{nl}¿Podría la diosa habernos protegido con sus bendiciones?
QUEST_LV_0200_20150317_001127	Por favor, ayúdenme. {nl}Acabo de empezar mi negocio con todo lo que tenía, y ahora me temo que voy a quedarme sin nada.
QUEST_LV_0200_20150317_001128	Oh, nunca podré agradecértelo lo suficiente... sí, esto es mío. {nl}Y me pareció extraño que estuvieras bien, a diferencia de los otros Reveladores. Realmente eres alguien especial.
QUEST_LV_0200_20150317_001129	El aldeano Emil
QUEST_LV_0200_20150317_001130	Solía ​​viajar dentro y fuera de la ciudad, pero los sacerdotes me dijeron que me quedara, diciendo que el sello es peligroso{nl}. Ese sello realmente no es nada para mí, son los demonios los que dan miedo.
QUEST_LV_0200_20150317_001131	Tengo que ganarme la vida. {nl}Los demás aldeanos de aquí se pasan todo el día mirando a los sacerdotes y a la diosa.
QUEST_LV_0200_20150317_001132	He visto a otros Reveladores aquí que se pusieron raros, pero tú pareces estar bien{nl}. ¿Te encontraste con la diosa o algo así? Bueno, hiciste un gran trabajo{nl}. Ojalá fuera tan fuerte como tú.
QUEST_LV_0200_20150317_001133	La farmacéutica Tiana
QUEST_LV_0200_20150317_001134	El sacerdote Dazine me pidió medicina para curar a los futuros Reveladores trastornados, pero me quedé sin Hierba de Luz Primaveral... y también tengo miedo de los demonios.{nl}
QUEST_LV_0200_20150317_001135	Eres una persona tan dulce. {nl}Oh, la hierba de luz primaveral no es fácil de encontrar. {nl}Solo aparece cuando reacciona a esta jalea de miel.
QUEST_LV_0200_20150317_001136	Muchas gracias por tanta ayuda. {nl}Estoy seguro de que esto será más que suficiente para el sacerdote.
QUEST_LV_0200_20150317_001137	Candelabro de iglesia
QUEST_LV_0200_20150317_001138	El candelabro de la iglesia no está encendido.
QUEST_LV_0200_20150317_001139	Cuando ese árbol comenzó a destruir la capital, la rueda giratoria del destino se volcó hacia la destrucción. {nl}Laima dijo que solo un humano podría ser elegido como el que terminaría ese ciclo.
QUEST_LV_0200_20150317_001140	Puedo sentir una fuerza demoníaca muy poderosa fluyendo frente a mí.
QUEST_LV_0200_20150317_001141	No puedes entrar ahora porque las puertas están selladas. {nl}Pasa por la Galería Tikinciuju y entra en la habitación. Encontrarás el candelabro de barrera. {nl}La puerta sellada se abrirá cuando soples la vela.
QUEST_LV_0200_20150317_001142	El portal a la habitación secreta del obispo se abrió. {nl}Puedes entrar al portal.
QUEST_LV_0200_20150317_001143	Había una secta que quería trasladar todas las reliquias a un lugar seguro. {nl}Pero mira lo horrible que han resultado las cosas.
QUEST_LV_0200_20150317_001144	¿Cómo pueden hacerle esto a las cosas sagradas que contienen las palabras de los grandes obispos...? Es tan indignante verlo esparcido entre esos monstruos blasfemos.{nl}
